OBJECTID,FIPS Code,Primary RUCA Code 2010,Secondary RUCA Code 2010,Tract Population 2010,Land Area sqmi 2010,Population Density sqmi 2010,SD,SPA,CSA,Shape__Area,Shape__Length
3579,06037206031,1,1,2957,1.8,1666.9,District 1,SPA 4 - Metro,Los Angeles - Wholesale District,50914824.6552734,37016.6740081345
3580,06037572800,1,1,839,0.4,2021.8,District 4,SPA 8 - South Bay,City of Long Beach,11570244.7285156,16603.9846579264
3581,06037531503,1,1,3116,0.4,6939.8,District 1,SPA 7 - East,Unincorporated - East Los Angeles,12515353.7099609,14516.4784505753
3582,06037550902,1,1,5572,0.4,14914.7,District 4,SPA 7 - East,City of Downey,10415455.5712891,14238.1013016374
3583,06037551502,1,1,4250,0.4,9997.2,District 4,SPA 7 - East,City of Downey,11852252.9931641,18384.3807421937
3584,06037551402,1,1,4468,0.4,9990.3,District 4,SPA 7 - East,City of Downey,12468678.2724609,13970.3857068651
3585,06037603600,1,1,4037,0.4,11152.7,District 2,SPA 8 - South Bay,City of Gardena,10091920.7792969,13098.2572711667
3586,06037572201,1,1,6197,0.6,10466.7,District 4,SPA 8 - South Bay,City of Long Beach,16730820.3974609,18458.8267475607
3587,06037572202,1,1,3609,0.6,6141.7,District 4,SPA 8 - South Bay,City of Long Beach,16710152.5996094,17983.5469283544
3588,06037572301,1,1,3833,0.3,12186.7,District 4,SPA 8 - South Bay,City of Long Beach,8784669.28320313,19304.2252252343
3589,06037572302,1,1,3483,0.3,12821.7,District 4,SPA 8 - South Bay,City of Long Beach,8076461.14355469,11376.5497573301
3590,06037572600,1,1,5370,0.5,11369.1,District 4,SPA 8 - South Bay,City of Long Beach,13700119.1855469,15732.4354010065
3591,06037203200,1,1,4844,0.2,24314.7,District 1,SPA 4 - Metro,Los Angeles - Boyle Heights,5553914.73339844,10214.8902628595
3592,06037670202,1,1,2594,1.2,2254.9,District 4,SPA 8 - South Bay,City of Rolling Hills Estates,32083954.3769531,27130.6278120093
3593,06037212305,1,1,2865,0,68669.7,District 2,SPA 4 - Metro,Los Angeles - Koreatown,1163116.72558594,4358.27139192061
3594,06037980013,1,1,59,2,28.8,District 2,SPA 8 - South Bay,City of El Segundo,57143418.3076172,34275.585840862
3595,06037226001,1,1,2068,0.4,5172.4,District 1,SPA 4 - Metro,Los Angeles - Wholesale District,11138123.3925781,19074.2695759404
3596,06037226002,1,1,1604,1,1618,District 1,SPA 4 - Metro,Los Angeles - Wholesale District,27645340.9199219,21400.4110883514
3597,06037670407,1,1,5758,0.5,11853.1,District 4,SPA 8 - South Bay,City of Rancho Palos Verdes,13542857.5419922,17461.7825790166
3598,06037534202,1,1,5790,0.2,25719.1,District 4,SPA 7 - East,City of Bell Gardens,6276261.3359375,11474.4770361197
3599,06037670403,1,1,2407,0.6,3732.2,District 4,SPA 8 - South Bay,City of Rancho Palos Verdes,17891271.0878906,19758.1227096527
3600,06037402002,1,1,3913,0.6,6036.1,District 5,SPA 3 - San Gabriel,City of Claremont,18072153.4228516,17781.5726768742
3601,06037402303,1,1,3996,0.4,10964,District 1,SPA 3 - San Gabriel,City of Pomona,10164035.1259766,13648.7098015924
3602,06037207101,1,1,3047,0.1,26289.7,District 1,SPA 4 - Metro,Los Angeles - Chinatown,3231109.03417969,7720.18222808558
3603,06037670406,1,1,1903,0.5,4148.1,District 4,SPA 8 - South Bay,City of Rolling Hills Estates,12791417.015625,14594.7870338349
3604,06037207102,1,1,2553,0.2,15931.5,District 1,SPA 4 - Metro,Los Angeles - Chinatown,4467442.109375,9909.64338590435
3605,06037207301,1,1,4521,0.2,27225.4,District 1,SPA 4 - Metro,Los Angeles - Downtown,4629589.77539063,12191.0406621819
3606,06037533806,1,1,4165,0.4,11359.9,District 4,SPA 7 - East,City of Bell,13237600.5917969,28736.067895531
3607,06037651304,1,1,5114,0.6,9185,District 4,SPA 8 - South Bay,City of Torrance,24376622.2490234,26726.8617467676
3608,06037651402,1,1,6050,0.7,8570.3,District 4,SPA 8 - South Bay,City of Torrance,19689815.2753906,23718.0029421264
3609,06037543802,1,1,7126,0.5,13611.5,District 2,SPA 8 - South Bay,City of Carson,14596512.7998047,16364.6818811774
3610,06037132101,1,1,4259,0.3,13609.4,District 3,SPA 2 - San Fernando,Los Angeles - Lake Balboa,8723825.91015625,11887.8822875779
3611,06037670328,1,1,4504,1.4,3251.1,District 4,SPA 8 - South Bay,City of Palos Verdes Estates,53758450.4042969,38968.3800567514
3612,06037128802,1,1,4325,0.4,11534.5,District 3,SPA 2 - San Fernando,Los Angeles - Sherman Oaks,10452750.6953125,13223.9631086458
3613,06037650102,1,1,2248,0.3,6829.6,District 4,SPA 8 - South Bay,City of Torrance,9175299.6640625,13434.4884355521
3614,06037573401,1,1,1439,0.4,3585,District 4,SPA 7 - East,City of Signal Hill,11238768.5283203,18667.8893372255
3615,06037670416,1,1,4139,1.4,3007,District 4,SPA 8 - South Bay,City of Rancho Palos Verdes,50477203.203125,33378.4214803361
3616,06037534002,1,1,4352,0.3,12556.2,District 4,SPA 7 - East,City of Bell Gardens,9662941.27246094,16868.4630844658
3617,06037125320,1,1,4843,0.2,19832.1,District 5,SPA 2 - San Fernando,Los Angeles - North Hollywood,6807563.9140625,13141.2548223713
3618,06037573402,1,1,6430,1.1,5623,District 4,SPA 7 - East,City of Signal Hill,31883263.8330078,34508.5984098338
3619,06037573403,1,1,3208,0.7,4911.1,District 4,SPA 7 - East,City of Signal Hill,18264953.8554688,24190.7360534553
3620,06037575401,1,1,5155,0.3,16253.5,District 4,SPA 8 - South Bay,City of Long Beach,9580217.625,12588.8704397213
3621,06037573700,1,1,4554,0.7,6468.2,District 4,SPA 8 - South Bay,City of Long Beach,19650173.6806641,18451.1432280296
3622,06037621301,1,1,6769,0.6,11231.6,District 2,SPA 8 - South Bay,City of Redondo Beach,16803206.9912109,17377.640505118
3623,06037621400,1,1,4414,0.5,8968.9,District 2,SPA 8 - South Bay,City of Redondo Beach,13731130.3681641,16048.5487307184
3624,06037650001,1,1,5853,0.6,9569.4,District 4,SPA 8 - South Bay,City of Torrance,17333640.0410156,17028.5271035625
3625,06037650101,1,1,5831,0.7,7985.7,District 4,SPA 8 - South Bay,City of Torrance,20490509.2128906,18516.4387091986
3626,06037534301,1,1,4636,0.3,13906.1,District 4,SPA 7 - East,City of Cudahy,9294333.27636719,14400.5446795862
3627,06037534302,1,1,3673,0.1,24517.2,District 4,SPA 7 - East,City of Cudahy,4176662.70117188,9761.18790559011
3628,06037650602,1,1,7161,0.5,14972.2,District 4,SPA 8 - South Bay,City of Torrance,13338449.4882813,18636.314693513
3629,06037573902,1,1,2091,0.3,7970.2,District 4,SPA 8 - South Bay,City of Long Beach,7480156.90429688,13675.0056117521
3630,06037575402,1,1,4065,0.1,32514.3,District 4,SPA 8 - South Bay,City of Long Beach,3485864.38769531,7932.4838618437
3631,06037576802,1,1,3992,0.2,22102.2,District 4,SPA 8 - South Bay,City of Long Beach,5035922.93457031,9265.78293158669
3632,06037534404,1,1,3647,0.2,22979.5,District 4,SPA 7 - East,City of Cudahy,4446351.60839844,9687.54732861874
3633,06037574000,1,1,5277,0.7,7510,District 4,SPA 8 - South Bay,City of Long Beach,19591244.6142578,19153.3221291497
3634,06037542000,1,1,5732,0.4,15168.5,District 2,SPA 6 - South,City of Compton,10535518.8896484,13910.0424196634
3635,06037134720,1,1,4594,0.4,12024.2,District 3,SPA 2 - San Fernando,Los Angeles - Winnetka,10650527.6259766,13301.314080594
3636,06037573800,1,1,4284,0.6,7233,District 4,SPA 8 - South Bay,City of Long Beach,16513663.8066406,17866.6015587547
3637,06037574100,1,1,5098,0.7,7217,District 4,SPA 8 - South Bay,City of Long Beach,19798567.2304688,20329.7158542944
3638,06037574201,1,1,3117,0.5,6311.6,District 4,SPA 8 - South Bay,City of Long Beach,13937005.1455078,15839.760383704
3639,06037574202,1,1,2161,0.5,4133.5,District 4,SPA 8 - South Bay,City of Long Beach,14420010.2421875,19923.6402345814
3640,06037271902,1,1,3877,0.4,10864.9,District 3,SPA 5 - West,Los Angeles - Mar Vista,9948084.65527344,12748.8599726212
3641,06037574300,1,1,5795,0.9,6101.6,District 4,SPA 8 - South Bay,City of Long Beach,26708526.7519531,25331.4991221479
3642,06037576901,1,1,6092,0.2,35465,District 4,SPA 8 - South Bay,City of Long Beach,4789422.78320313,9246.30169478117
3643,06037603001,1,1,7139,0.4,16241.6,District 2,SPA 8 - South Bay,City of Gardena,12254664.6347656,16227.2529092295
3644,06037650501,1,1,3063,0.4,8016.2,District 4,SPA 8 - South Bay,City of Torrance,10660408.6669922,13648.1588178417
3645,06037650502,1,1,4294,0.5,8343.5,District 4,SPA 8 - South Bay,City of Torrance,14348800.8691406,15651.896184341
3646,06037234901,1,1,2999,0.1,23869.4,District 2,SPA 6 - South,Los Angeles - Hyde Park,3502786.04296875,7934.90032859102
3647,06037650603,1,1,3958,0.5,7997.4,District 4,SPA 8 - South Bay,City of Torrance,13798269.2451172,16187.0525142306
3648,06037224310,1,1,2025,0.1,29009.7,District 1,SPA 4 - Metro,Los Angeles - Pico-Union,1946036.70117188,6759.46035333643
3649,06037650701,1,1,2521,0.8,3254.4,District 4,SPA 8 - South Bay,City of Torrance,21598048.0576172,18666.7493478106
3650,06037542401,1,1,4912,0.5,9836.2,District 2,SPA 6 - South,City of Compton,13922730.8613281,15743.5117591758
3651,06037542402,1,1,3152,0.6,5207.9,District 2,SPA 6 - South,City of Compton,16874320.2587891,18942.1386387855
3652,06037542502,1,1,4284,0.4,11260.3,District 2,SPA 6 - South,City of Compton,10710026.5439453,14205.2192828982
3653,06037574601,1,1,1863,0.5,3721,District 4,SPA 8 - South Bay,City of Long Beach,13959687.6445313,19413.2509101146
3654,06037574602,1,1,1277,0.2,5810.2,District 4,SPA 8 - South Bay,City of Long Beach,6293144.36035156,10128.7290676055
3655,06037574800,1,1,3000,0.4,7012.2,District 4,SPA 8 - South Bay,City of Long Beach,11928656.3447266,15300.5195380533
3656,06037574901,1,1,3725,0.5,7192.4,District 4,SPA 8 - South Bay,City of Long Beach,14440218.0195313,16979.3265618092
3657,06037574902,1,1,4783,0.3,15377.3,District 4,SPA 8 - South Bay,City of Long Beach,8647872.91015625,13140.9026238503
3658,06037575002,1,1,4627,0.4,12413.7,District 4,SPA 8 - South Bay,City of Long Beach,10388614.0244141,14929.1009293985
3659,06037503302,1,1,6271,0.6,10506.6,District 4,SPA 7 - East,Unincorporated - South Whittier,16640275.4208984,17791.2054079904
3660,06037503401,1,1,6529,0.7,8721.2,District 4,SPA 7 - East,City of Whittier,20803553.2529297,18995.1389484849
3661,06037542900,1,1,3285,0.3,10540.8,District 2,SPA 6 - South,City of Compton,8688773.06835938,14279.1294494538
3662,06037543000,1,1,4345,0.5,8558.5,District 2,SPA 6 - South,City of Compton,14154354.9228516,15227.1125426006
3663,06037503902,1,1,4636,2,2278,District 4,SPA 7 - East,City of La Mirada,56716887.4794922,35102.3842695254
3664,06037542601,1,1,3016,0.2,14152,District 2,SPA 6 - South,City of Compton,5941570.87109375,10619.4393430234
3665,06037542602,1,1,5496,0.3,16319.3,District 2,SPA 6 - South,City of Compton,9389379.40722656,12409.8687598932
3666,06037542700,1,1,5720,0.4,15163.2,District 2,SPA 6 - South,City of Compton,10710084.5097656,13599.7807907982
3667,06037575500,1,1,76,0.5,149.5,District 4,SPA 8 - South Bay,City of Long Beach,14814611.3886719,17770.91980689
3668,06037575901,1,1,3454,0.2,21318.9,District 4,SPA 8 - South Bay,City of Long Beach,5227773.76367188,9697.10927523278
3669,06037575902,1,1,4762,0.1,35186.9,District 4,SPA 8 - South Bay,City of Long Beach,3773423.02929688,7831.6090228033
3670,06037576200,1,1,6158,0.3,22893.7,District 4,SPA 8 - South Bay,City of Long Beach,7499860.38769531,11216.6422903304
3671,06037603101,1,1,4244,0.3,12468.9,District 2,SPA 8 - South Bay,City of Gardena,9489590.22460938,12652.1906510341
3672,06037603500,1,1,3074,0.3,10021,District 2,SPA 8 - South Bay,City of Gardena,8564196.30859375,13085.5777490524
3673,06037603200,1,1,2777,0.4,6526.9,District 2,SPA 8 - South Bay,City of Gardena,12261891.6298828,21938.7994438331
3674,06037603301,1,1,3828,0.4,10172.7,District 2,SPA 8 - South Bay,City of Gardena,10492836.8076172,14162.0234703846
3675,06037550400,1,1,1534,0.3,4578.3,District 4,SPA 7 - East,City of Downey,8870989.56152344,14717.8351910486
3676,06037603302,1,1,3804,0.4,8712.8,District 2,SPA 8 - South Bay,City of Gardena,12218781.0029297,15276.054667903
3677,06037603400,1,1,4367,0.4,9969.9,District 2,SPA 8 - South Bay,City of Gardena,12210552.171875,15598.309148363
3678,06037603702,1,1,5087,1,5188.5,District 2,SPA 8 - South Bay,Unincorporated - El Camino Village,28123813.9863281,21915.806765479
3679,06037503402,1,1,4273,0.6,6927.7,District 4,SPA 7 - East,City of Whittier,17196142.2558594,17749.8258714322
3680,06037550500,1,1,7809,1,7924.1,District 4,SPA 7 - East,City of Downey,28897643.4296875,22618.5499064907
3681,06037503502,1,1,4130,0.5,8595.6,District 4,SPA 7 - East,Unincorporated - South Whittier,13395539.0058594,17898.4850257059
3682,06037503602,1,1,3793,1.3,2996.6,District 4,SPA 7 - East,City of La Mirada,35504525.1757813,25631.4432435916
3683,06037503701,1,1,4717,0.4,10551.8,District 4,SPA 7 - East,Unincorporated - East Whittier,12463070.4023438,15595.0609032212
3684,06037577100,1,1,6700,0.5,14277.4,District 4,SPA 8 - South Bay,City of Long Beach,13084241.4765625,14526.3868025418
3685,06037503702,1,1,5040,0.7,7572.6,District 4,SPA 7 - East,Unincorporated - East La Mirada,18555533.1884766,19364.5058053428
3686,06037128801,1,1,3307,0.2,17404.4,District 3,SPA 2 - San Fernando,Los Angeles - Sherman Oaks,5296822.22070313,9461.71861854498
3687,06037577200,1,1,5414,0.4,14718.8,District 4,SPA 8 - South Bay,City of Long Beach,37632572.9990234,29676.5108927725
3688,06037550300,1,1,7727,0.9,8147.9,District 4,SPA 7 - East,City of Norwalk,27296499.3505859,22314.6240728914
3689,06037576602,1,1,3995,0.2,19477.6,District 4,SPA 8 - South Bay,City of Long Beach,54369520.4716797,47845.9347706134
3690,06037576700,1,1,4047,0.3,13530.4,District 4,SPA 8 - South Bay,City of Long Beach,26871039.7802734,27086.1227789708
3691,06037576801,1,1,4325,0.2,21761.4,District 4,SPA 8 - South Bay,City of Long Beach,5535432.64746094,9955.33666940243
3692,06037577000,1,1,6995,0.7,9813.1,District 4,SPA 8 - South Bay,City of Long Beach,19901709.375,21697.8508374855
3693,06037131800,1,1,5341,0.5,10514.8,District 3,SPA 2 - San Fernando,Los Angeles - Reseda,14159859.2441406,15914.7990297672
3694,06037577300,1,1,5547,0.3,16157.2,District 4,SPA 8 - South Bay,City of Long Beach,34545264.6523438,26613.5242996622
3695,06037577400,1,1,3253,0.2,13054.8,District 4,SPA 8 - South Bay,City of Long Beach,6947575.859375,11864.4558512455
3696,06037577501,1,1,3435,0.3,10794.5,District 4,SPA 8 - South Bay,City of Long Beach,14662833.0332031,15478.6242748484
3697,06037609900,1,1,2034,0.2,9731.4,District 4,SPA 8 - South Bay,Unincorporated - La Rambla,5725271.39355469,14121.9815470125
3698,06037920034,2,2,3628,3.5,1042.5,District 5,SPA 2 - San Fernando,City of Santa Clarita,97010168.6425781,45095.5876646861
3699,06037920107,2,2,3954,4.4,898.7,District 5,SPA 2 - San Fernando,City of Santa Clarita,122788058.250977,77983.3437056809
3700,06037910808,2,2,3537,4.2,850.8,District 5,SPA 2 - San Fernando,Unincorporated - Agua Dulce,115895257.830078,62389.120326667
3701,06037183810,1,1,4369,0.2,24873.1,District 1,SPA 4 - Metro,Los Angeles - Highland Park,4896689.875,10289.0666252479
3702,06037620002,1,1,3609,0.5,7889.7,District 2,SPA 8 - South Bay,City of El Segundo,12753097.4189453,15826.0381456986
3703,06037620101,1,1,5426,0.5,10396.9,District 2,SPA 8 - South Bay,City of El Segundo,14583042.6220703,16146.2418764173
3704,06037620102,1,1,3617,0.3,10744.2,District 2,SPA 8 - South Bay,City of El Segundo,9385626.42578125,16012.1653037169
3705,06037534803,1,1,4930,0.2,20907.7,District 4,SPA 7 - East,Unincorporated - Walnut Park,6573850.89648438,14163.9471044958
3706,06037503802,1,1,5054,0.5,9879.5,District 4,SPA 7 - East,City of La Mirada,14262452.1455078,15640.5633623407
3707,06037533201,1,1,2805,0.1,19435.9,District 4,SPA 7 - East,City of Huntington Park,4023503.04199219,9389.96190030423
3708,06037503901,1,1,2702,0.4,7641.7,District 4,SPA 7 - East,City of La Mirada,9738814.38671875,16143.2621760642
3709,06037239801,1,1,3412,0.1,23834.7,District 2,SPA 6 - South,Los Angeles - Florence-Firestone,3990942.24414063,9960.99727639019
3710,06037534804,1,1,3878,0.1,27172.5,District 4,SPA 7 - East,Unincorporated - Walnut Park,3978855.18261719,9319.05548364583
3711,06037504001,1,1,5709,0.5,10675.9,District 4,SPA 7 - East,City of La Mirada,14929345.1669922,18099.9030406313
3712,06037534406,1,1,4609,0.2,30723,District 4,SPA 7 - East,City of Cudahy,4182375.99902344,9339.39025456239
3713,06037534502,1,1,4257,0.2,19421.5,District 4,SPA 7 - East,City of Huntington Park,6141199.91308594,13925.134115428
3714,06037534802,1,1,2875,0.2,18436.1,District 4,SPA 7 - East,Unincorporated - Walnut Park,4347556.49316406,8744.45218607964
3715,06037555103,1,1,4727,0.4,12789.1,District 4,SPA 7 - East,City of Lakewood,10650396.0410156,13356.7708283934
3716,06037551000,1,1,7200,0.9,7909.9,District 4,SPA 7 - East,City of Downey,26390193.7714844,21212.315249067
3717,06037555104,1,1,4239,0.3,13025.3,District 4,SPA 7 - East,City of Lakewood,9474010.37988281,12634.3642377586
3718,06037555211,1,1,5818,0.3,19000.4,District 4,SPA 7 - East,City of Hawaiian Gardens,8539875.27539063,11802.0771794244
3719,06037555212,1,1,4561,0.3,17416.8,District 4,SPA 7 - East,City of Hawaiian Gardens,7609052.06738281,11833.4267458002
3720,06037570002,1,1,2699,0.3,8991.6,District 4,SPA 7 - East,City of Lakewood,8368862.04296875,11613.0582010857
3721,06037650702,1,1,4590,0.5,8498.6,District 4,SPA 8 - South Bay,City of Torrance,15058687.6171875,16486.0770227694
3722,06037650800,1,1,7074,0.5,14208.3,District 4,SPA 8 - South Bay,City of Torrance,13881536.9189453,15739.7669667153
3723,06037111205,1,1,3375,0.4,7658.9,District 3,SPA 2 - San Fernando,Los Angeles - Northridge,12474960.5048828,14717.2703286386
3724,06037651002,1,1,4606,0.5,10078.8,District 4,SPA 8 - South Bay,City of Torrance,12741764.3925781,15477.4891888173
3725,06037532604,1,1,2806,0.1,28378.7,District 4,SPA 7 - East,City of Huntington Park,2756600.98828125,8773.03435178892
3726,06037532605,1,1,3715,0.2,18344.2,District 4,SPA 7 - East,City of Huntington Park,5645956.54589844,10365.9464294896
3727,06037128602,1,1,3189,0.4,7281.3,District 3,SPA 2 - San Fernando,Los Angeles - Sherman Oaks,12209208.0849609,14527.2149268205
3728,06037532700,1,1,2990,0.3,10039.5,District 2,SPA 7 - East,Unincorporated - Florence-Firestone,8303021.875,13628.0059769617
3729,06037533104,1,1,4356,0.1,32988.4,District 4,SPA 7 - East,City of Huntington Park,3681315.94335938,7694.33543491306
3730,06037533107,1,1,3645,0.1,27298.2,District 4,SPA 7 - East,City of Huntington Park,3722557.70703125,10165.8103309708
3731,06037533202,1,1,2762,0.1,21682.9,District 4,SPA 7 - East,City of Huntington Park,3551252.41992188,8872.59675941715
3732,06037570203,1,1,3973,0.5,7905.2,District 4,SPA 8 - South Bay,City of Long Beach,14011934.4091797,15898.4273884894
3733,06037533203,1,1,1827,0.1,12292.6,District 4,SPA 7 - East,City of Huntington Park,4143541.97265625,9132.35492777196
3734,06037533300,1,1,3558,0.1,26585.4,District 4,SPA 7 - East,City of Maywood,3731088.16601563,8552.87002807553
3735,06037570100,1,1,2837,0.4,6347.4,District 4,SPA 8 - South Bay,City of Long Beach,12426468.2011719,14656.5394138927
3736,06037570202,1,1,6415,0.6,9980.6,District 4,SPA 8 - South Bay,City of Long Beach,17920035.1738281,19043.7181898626
3737,06037462900,1,1,3818,0.9,4174.7,District 5,SPA 3 - San Gabriel,City of Pasadena,25495232.4511719,21323.8100045047
3738,06037910505,1,1,3064,0.6,4909.8,District 5,SPA 1 - Antelope Valley,City of Palmdale,17334259.8427734,23279.6950281828
